"Z";"Line Name";"Comment";"line keV";"tube KV";"Filter";"Ref Sample";"Ref Line";"Calib.";"Collimator";"Crystal";"Detector";"2Th-Peak";"2Th-Bkg";"LLD";"ULD"
78;"Pt LA1-HS-Min";;9,441;60;;"QuantExpress-SQ2";"Pb LA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";38,082;;50;150
78;"Pt LA1-HS-Tr";;9,441;60;;"QuantExpress-SQ2";"Pb LA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";38,082;;60;140
78;"Pt LB1-ALT-Min";;11,07;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";46,32;;50;150
78;"Pt LB1-ALT-Tr";;11,07;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";46,32;;60;140
78;"Pt LB1-HR-Min";;11,07;60;;"QuantExpress-SQ2";"Pb LA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";32,313;;50;150
78;"Pt LB1-HR-Tr";;11,07;60;;"QuantExpress-SQ2";"Pb LA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";32,313;;60;140
78;"Pt LB1-HS-Min";;11,07;60;;"QuantExpress-SQ2";"Pb LA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";32,313;;50;150
78;"Pt LB1-HS-Tr";;11,07;60;;"QuantExpress-SQ2";"Pb LA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";32,313;;60;140
78;"Pt MA1-HR-Min";;2,049;30;;"QuantExpress-SQ2";"P  KA1-HR-Min";"C,D,*";0,23;"PET";"Gas";87,518;;50;150
78;"Pt MA1-HR-Tr";;2,049;30;;"QuantExpress-SQ2";"P  KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";87,518;;60;140
78;"Pt MA1-HS-Min";;2,049;30;;"QuantExpress-SQ2";"P  KA1-HS-Min";"C,D,*";0,46;"PET";"Gas";87,518;;50;150
78;"Pt MA1-HS-Tr";;2,049;30;;"QuantExpress-SQ2";"P  KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";87,518;;60;140
37;"Rb KA1-ALT-Min";;13,4;60;;"QuantExpress-SQ1";"Sr KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";37,93;;50;150
37;"Rb KA1-ALT-Min";"5el";13,4;60;;"QuantExpress-SQ1";"Sr KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";"37,970*";"37,507; 38,616";50;150
37;"Rb KA1-ALT-Tr";;13,4;60;;"QuantExpress-SQ1";"Sr KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";37,93;;60;140
37;"Rb KA1-HR-Min";;13,4;60;;"QuantExpress-SQ1";"Sr KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";26,588;;50;150
37;"Rb KA1-HR-Min";"ZnNi";13,4;50;;"Rekal-DVT";"Rb KA1-HR-Min/ZnNi";"C,D,*";0,17;"LiF200";"Sci.";26,588;;50;150
37;"Rb KA1-HR-Tr";;13,4;60;;"QuantExpress-SQ1";"Sr KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";26,588;;60;140
37;"Rb KA1-HR-Tr";"UTh";13,4;50;;"Rekal-DVT";"Rb KA1-HR-Tr/UTh";"D-,*";0,17;"LiF200";"Sci.";"26,605*";25,74;60,83;137,1
37;"Rb KA1-HR-Tr";"UTh/T";13,4;50;"Al 500um";"Rekal-DVT";"Rb KA1-HR-Tr/UTh/T";"D-,*";0,17;"LiF200";"Sci.";"26,610*";25,8;60,83;137,1
37;"Rb KA1-HS-Min";;13,4;60;;"QuantExpress-SQ1";"Sr KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";26,588;;50;150
37;"Rb KA1-HS-Tr";;13,4;60;;"QuantExpress-SQ1";"Sr KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";26,588;;60;140
37;"Rb KA1";"GEO-QUANT";13,4;60;;"DC_AusMon";"Rb KA1/GEO-QUANT";"D-";0,23;"LiF220";"Sci.";"37,955*";"32,874; 36,598; 41,217";40;160
37;"Rb KB1-ALT-Min";;14,96;60;;"QuantExpress-SQ1";"Sr KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";33,834;;50;150
37;"Rb KB1-ALT-Tr";;14,96;60;;"QuantExpress-SQ1";"Sr KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";33,834;;60;140
37;"Rb KB1-HR-Min";;14,96;60;;"QuantExpress-SQ1";"Sr KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";23,763;;50;150
37;"Rb KB1-HR-Tr";;14,96;60;;"QuantExpress-SQ1";"Sr KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";23,763;;60;140
37;"Rb LA1-HR";;1,694;30;;"QuantExpress-SQ3";"Si KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";113,517;;60;140
37;"Rb LA1-HS";;1,694;30;;"QuantExpress-SQ3";"Si KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";113,517;;60;140
37;"Rb LB1-HR";;1,752;30;;"QuantExpress-SQ3";"Si KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";107,906;;60;140
37;"Rb LB1-HS";;1,752;30;;"QuantExpress-SQ3";"Si KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";107,906;;60;140
75;"Re LA1-ALT-Min";;8,646;60;;"QuantExpress-SQ1";"Zn KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";60,468;;50;150
75;"Re LA1-ALT-Tr";;8,646;60;;"QuantExpress-SQ1";"Zn KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";60,468;;60;140
75;"Re LA1-HR-Min";;8,646;60;;"QuantExpress-SQ1";"Zn KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";41,739;;50;150
75;"Re LA1-HR-Min";"FON";8,646;50;"Al 200um";;;"*";0,17;"LiF200";"Sci.";"41,004*";;50;150
75;"Re LA1-HR-Tr";;8,646;60;;"QuantExpress-SQ1";"Zn KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";41,739;;60;140
75;"Re LA1-HS-Min";;8,646;60;;"QuantExpress-SQ1";"Zn KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";41,739;;50;150
75;"Re LA1-HS-Tr";;8,646;60;;"QuantExpress-SQ1";"Zn KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";41,739;;60;140
75;"Re LB1-ALT-Min";;10,01;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";51,567;;50;150
75;"Re LB1-ALT-Tr";;10,01;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";51,567;;60;140
75;"Re LB1-HR-Min";;10,01;60;;"QuantExpress-SQ2";"Pb LA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";35,846;;50;150
75;"Re LB1-HR-Tr";;10,01;60;;"QuantExpress-SQ2";"Pb LA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";35,846;;60;140
75;"Re LB1-HS-Min";;10,01;60;;"QuantExpress-SQ2";"Pb LA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";35,846;;50;150
75;"Re LB1-HS-Tr";;10,01;60;;"QuantExpress-SQ2";"Pb LA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";35,846;;60;140
75;"Re MA1-HR-Min";;1,843;30;;"QuantExpress-SQ3";"Si KA1-HR-Min";"C,D,*";0,23;"PET";"Gas";100,506;;50;150
75;"Re MA1-HR-Tr";;1,843;30;;"QuantExpress-SQ3";"Si KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";100,506;;60;140
75;"Re MA1-HS-Min";;1,843;30;;"QuantExpress-SQ3";"Si KA1-HS-Min";"C,D,*";0,46;"PET";"Gas";100,506;;50;150
75;"Re MA1-HS-Tr";;1,843;30;;"QuantExpress-SQ3";"Si KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";100,506;;60;140
45;"Rh KA1-ALT-Min";;20,22;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";24,873;;50;150
45;"Rh KA1-ALT-Min";"Compton";19,13;60;;"QuantExpress-GRA";"Rh KA1-ALT-Min/Compton";"C,D,*";0,23;"LiF220";"Sci.";26,309;;50;150
45;"Rh KA1-ALT-Min";"NoFilter";20,22;60;;"QuantExpress-SQ3";"Cd KA1-ALT-Min/NoFil";"C,D";0,23;"LiF220";"Sci.";24,873;;50;150
45;"Rh KA1-ALT-Min";"QE";20,22;60;"Cu 200um";;;;0,23;"LiF220";"Sci.";24,869;"10,000; 27,000";50;150
45;"Rh KA1-ALT-Tr";;20,22;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";24,873;;60;140
45;"Rh KA1-ALT-Tr";"Compton";19,13;60;;"QuantExpress-GRA";"Rh KA1-ALT-Tr/Compton";"C,D,*";0,23;"LiF220";"Sci.";"26,287*";;60;140
45;"Rh KA1-ALT-Tr";"NoFilter";20,22;60;;"QuantExpress-SQ3";"Cd KA1-ALT-Tr/NoFil";"C,D,*";0,23;"LiF220";"Sci.";24,873;;60;140
45;"Rh KA1-ALT-Tr";"QE";20,22;60;"Cu 200um";;;;0,23;"LiF220";"Sci.";24,873;"10,000; 27,000";60;140
45;"Rh KA1-ALT-Tr";"RbNb-karbonat";20,22;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-ALT-Tr";"C,D";0,23;"LiF220";"Sci.";24,873;;60;140
45;"Rh KA1-HR-Min";;20,22;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";17,531;;50;150
45;"Rh KA1-HR-Min";"Compton";19,13;60;;"QuantExpress-GRA";"Rh KA1-HR-Min/Compton";"C,D,*";0,23;"LiF200";"Sci.";"18,487*";;50;150
45;"Rh KA1-HR-Min";"Compton/5el";19,13;60;;"QuantExpress-GRA";"Rh KA1-HR-Min/Compton";"C,D,*";0,23;"LiF200";"Sci.";"18,517*";;50;150
45;"Rh KA1-HR-Min";"IZK";20,22;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";17,531;;50;150
45;"Rh KA1-HR-Min";"NoFilter";20,22;60;;"QuantExpress-SQ3";"Cd KA1-HR-Min/NoFil";"C,D,*";0,23;"LiF200";"Sci.";17,531;;50;150
45;"Rh KA1-HR-Min";"QE";20,22;60;"Cu 200um";;;;0,23;"LiF200";"Sci.";17,531;"7,999; 19,999";50;150
45;"Rh KA1-HR-Min";"T";20,22;60;"Cu 200um";;;"C,*";0,17;"LiF200";"Sci.";"17,543*";;50;150
45;"Rh KA1-HR-Tr";;20,22;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";17,531;;60;140
45;"Rh KA1-HR-Tr";"Compton";19,13;60;;"QuantExpress-GRA";"Rh KA1-HR-Tr/Compton";"C,D,*";0,23;"LiF200";"Sci.";18,535;;60;140
45;"Rh KA1-HR-Tr";"Compton-UTh";19,13;50;"Al 800um";;;"*";0,17;"LiF200";"Sci.";"18,504*";;60;140
45;"Rh KA1-HR-Tr";"NoFilter";20,22;60;;"QuantExpress-SQ3";"Cd KA1-HR-Tr/NoFil";"C,D,*";0,23;"LiF200";"Sci.";17,531;;60;140
45;"Rh KA1-HR-Tr";"QE";20,22;60;"Cu 200um";;;;0,23;"LiF200";"Sci.";17,531;"7,999; 19,999";60;140
45;"Rh KA1-HR-Tr";"Rayleigh";20,22;60;;"QuantExpress-SQ3";"Cd KA1-HR-Tr/NoFil";"C,D";0,23;"LiF200";"Sci.";17,531;;60;140
45;"Rh KA1-HS-Min";;20,22;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";17,531;;50;150
45;"Rh KA1-HS-Min";"Compton";19,13;60;;"QuantExpress-GRA";"Rh KA1-HS-Min/Compton";"C,D,*";0,46;"LiF200";"Sci.";18,535;;50;150
45;"Rh KA1-HS-Min";"NoFilter";20,22;60;;"QuantExpress-SQ3";"Cd KA1-HS-Min/NoFil";"C,D";0,46;"LiF200";"Sci.";17,531;;50;150
45;"Rh KA1-HS-Min";"QE";20,22;60;"Cu 200um";;;;0,46;"LiF200";"Sci.";17,531;"7,999; 19,999";50;150
45;"Rh KA1-HS-Tr";;20,22;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";17,531;;60;140
45;"Rh KA1-HS-Tr";"Compton";19,13;60;;"QuantExpress-GRA";"Rh KA1-HS-Tr/Compton";"C,D,*";0,46;"LiF200";"Sci.";18,535;;60;140
45;"Rh KA1-HS-Tr";"NoFilter";20,22;60;;"QuantExpress-SQ3";"Cd KA1-HS-Tr/NoFil";"C,D";0,46;"LiF200";"Sci.";17,531;;60;140
45;"Rh KA1-HS-Tr";"QE";20,22;60;"Cu 200um";;;;0,46;"LiF200";"Sci.";17,531;;60;140
45;"Rh KA1-HS-Tr";"Sn_IZK";19,13;60;;"QuantExpress-GRA";"Rh KA1-HS-Tr/Compton";"C,D";0,46;"LiF200";"Sci.";18,535;;60;140
45;"Rh KA1";"GEO-QUANT";19,13;60;;"DC_Herasil";"Rh KA1/GEO-QUANT";"D-";0,23;"LiF220";"Sci.";"26,249*";"24,426; 29,842; 32,874";40;160
45;"Rh LA1-HR-Min";"NoFilter";2,697;50;;;;;0,23;"PET";"Gas";63,404;;50;150
45;"Rh LA1-HR-Tr";;2,697;30;"Al 12um";;;"*";0,23;"PET";"Gas";63,404;;60;140
45;"Rh LA1-HR-Tr";"Alignment";2,697;30;;"QuantExpress-STG";"Rh LA1-HR-Tr/Alignment";"C,D";0,23;"PET";"Gas";63,404;;60;140
45;"Rh LA1-HR-Tr";"L";2,697;20;"Al 12um";;;"*";0,23;"PET";"Gas";63,404;;55;140
45;"Rh LA1-HR-Tr";"NoFilter";2,697;50;;;;;0,23;"PET";"Gas";63,404;;60;140
45;"Rh LA1-HS-Min";;2,697;30;"Al 12um";;;"*";0,46;"PET";"Gas";"63,474*";;50;150
45;"Rh LA1-HS-Min";"NoFilter";2,697;50;;;;;0,46;"PET";"Gas";63,404;;50;150
45;"Rh LA1-HS-Tr";;2,697;30;"Al 12um";;;"*";0,46;"PET";"Gas";63,404;;60;140
45;"Rh LA1-HS-Tr";"NoFilter";2,697;50;;;;;0,46;"PET";"Gas";63,404;;60;140
44;"Ru KA1-ALT-Min";;19,28;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";26,102;;50;150
44;"Ru KA1-ALT-Min";"NoFil";19,28;60;;"QuantExpress-SQ3";"Cd KA1-ALT-Min/NoFil";"C,D";0,23;"LiF220";"Sci.";26,102;;50;150
44;"Ru KA1-ALT-Tr";;19,28;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";26,102;;60;140
44;"Ru KA1-ALT-Tr";"NoFil";19,28;60;;"QuantExpress-SQ3";"Cd KA1-ALT-Tr/NoFil";"C,D";0,23;"LiF220";"Sci.";26,102;;60;140
44;"Ru KA1-HR-Min";;19,28;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";18,39;;50;150
44;"Ru KA1-HR-Min";"NoFil";19,28;60;;"QuantExpress-SQ3";"Cd KA1-HR-Min/NoFil";"C,D";0,23;"LiF200";"Sci.";18,39;;50;150
44;"Ru KA1-HR-Tr";;19,28;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";18,39;;60;140
44;"Ru KA1-HR-Tr";"NoFil";19,28;60;;"QuantExpress-SQ3";"Cd KA1-HR-Tr/NoFil";"C,D";0,23;"LiF200";"Sci.";18,39;;60;140
44;"Ru KA1-HS-Min";;19,28;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";18,39;;50;150
44;"Ru KA1-HS-Min";"NoFil";19,28;60;;"QuantExpress-SQ3";"Cd KA1-HS-Min/NoFil";"C,D";0,46;"LiF200";"Sci.";18,39;;50;150
44;"Ru KA1-HS-Tr";;19,28;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";18,39;;60;140
44;"Ru KA1-HS-Tr";"NoFil";19,28;60;;"QuantExpress-SQ3";"Cd KA1-HS-Tr/NoFil";"C,D";0,46;"LiF200";"Sci.";18,39;;60;140
44;"Ru KB1-ALT-Min";;21,65;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";23,202;;50;150
44;"Ru KB1-ALT-Tr";;21,65;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";23,202;;60;140
44;"Ru KB1-HR-Min";;21,65;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";16,363;;50;150
44;"Ru KB1-HR-Tr";;21,65;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";16,363;;60;140
44;"Ru LA1-HR-Min";;2,559;30;;"QuantExpress-SQ2";"P  KA1-HR-Min";"C,D,*";0,23;"PET";"Gas";67,267;;50;150
44;"Ru LA1-HR-Tr";;2,559;30;;"QuantExpress-SQ2";"P  KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";67,267;;60;140
44;"Ru LA1-HS-Min";;2,559;30;;"QuantExpress-SQ2";"P  KA1-HS-Min";"C,D,*";0,46;"PET";"Gas";67,267;;50;150
44;"Ru LA1-HS-Tr";;2,559;30;;"QuantExpress-SQ2";"P  KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";67,267;;60;140
16;"S  KA1-HR-Min";;2,308;30;;"QuantExpress-SQ2";"P  KA1-HR-Min";"C,D,*";0,23;"PET";"Gas";75,755;;50;150
16;"S  KA1-HR-Min";"L";2,308;40;;"QuantExpress-SQ2";"S  KA1-HR-Min/L";"C,*";0,23;"PET";"Gas";"75,746*";76,521;65;140
16;"S  KA1-HR-Tr";;2,308;30;;"QuantExpress-SQ2";"P  KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";75,755;;60;140
16;"S  KA1-HR-Tr";"QE";2,308;30;;;;;0,23;"PET";"Gas";75,755;"56,000; 90,000";60;140
16;"S  KA1-HS-Min";;2,308;30;;"QuantExpress-SQ2";"P  KA1-HS-Min";"C,D,*";0,46;"PET";"Gas";75,755;;50;150
16;"S  KA1-HS-Tr";;2,308;30;;"QuantExpress-SQ2";"P  KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";75,755;;60;140
16;"S  KA1-Maj";;2,308;30;;;;"*";0,23;"PET";"Gas";75,755;;35;300
16;"S  KB1SX";;2,453;30;;;;;0,23;"PET";"Gas";70,58;;50;150
51;"Sb KA1-ALT-Min";;26,36;60;;"QuantExpress-SQ2";"Sb KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";"19,029*";;50;150
51;"Sb KA1-ALT-Tr";;26,36;60;;"QuantExpress-SQ2";"Sb KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";19,014;;60;140
51;"Sb KA1-HR-Min";;26,36;60;;"QuantExpress-SQ2";"Sb KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";"13,446*";;50;150
51;"Sb KA1-HR-Min";"BF";26,36;50;;;;"C,*";0,23;"LiF200";"Sci.";"13,446*";;50;150
51;"Sb KA1-HR-Tr";;26,36;60;;"QuantExpress-SQ2";"Sb KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";13,426;;60;140
51;"Sb KA1-HS-Min";;26,36;60;;"QuantExpress-SQ2";"Sb KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";13,426;;50;150
51;"Sb KA1-HS-Tr";;26,36;60;;"QuantExpress-SQ2";"Sb KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";13,426;;60;140,8
51;"Sb KA1-Maj";;26,36;50;;"QuantExpress-SQ2";"Sb KA1-Maj";"C,D,*";0,23;"LiF200";"Sci.";13,426;;35;300
51;"Sb KA1";"GEO-QUANT";26,36;60;;"DC_AusMon";"Sb KA1/GEO-QUANT";"D-";0,23;"LiF220";"Sci.";"19,062*";"17,915; 20,577";50;150
51;"Sb KA1";"S8-Check";26,36;60;"Cu 200um";"DC_S8-Check-STG";"Sb KA1/S8-Check";"D-";0,23;"LiF200";"Sci.";"13,465*";;50;150
51;"Sb KB1-ALT-Min";;29,71;60;;"QuantExpress-SQ2";"Sb KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";16,855;;50;150
51;"Sb KB1-ALT-Tr";;29,71;60;;"QuantExpress-SQ2";"Sb KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";16,855;;60;140
51;"Sb KB1-HR-Min";;29,71;60;;"QuantExpress-SQ2";"Sb KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";11,907;;50;150
51;"Sb KB1-HR-Tr";;29,71;60;;"QuantExpress-SQ2";"Sb KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";11,907;;60;140
51;"Sb LA1-HR-Min";;3,604;50;;"QuantExpress-SQ2";"Ca KA1-HR-Min";"C,D,*";0,23;"LiF200";"Gas";117,35;;50;150
51;"Sb LA1-HR-Tr";;3,604;50;;"QuantExpress-SQ2";"Ca KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Gas";117,35;;60;140
51;"Sb LA1-HS-Min";;3,604;50;;"QuantExpress-SQ2";"Ca KA1-HS-Min";"C,D,*";0,46;"LiF200";"Gas";117,35;;50;150
51;"Sb LA1-HS-Tr";;3,604;50;;"QuantExpress-SQ2";"Ca KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Gas";117,35;;60;140
51;"Sb LA1-Min";"PET";3,604;50;;"QuantExpress-SQ3";"K  KA1-HS-Min/PET";"C,D";0,46;"PET";"Gas";46,32;;50;150
51;"Sb LA1-Tr";"PET";3,604;50;;"QuantExpress-SQ3";"K  KA1-HS-Tr/PET";"C,D";0,46;"PET";"Gas";46,32;;60;140
51;"Sb LB1-HR-Min";;3,843;50;;"QuantExpress-SQ1";"Ti KA1-HR-Min";"C,D,*";0,23;"LiF200";"Gas";106,484;;50;150
51;"Sb LB1-HR-Tr";;3,843;50;;"QuantExpress-SQ1";"Ti KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Gas";106,484;;60;140
51;"Sb LB1-HS-Min";;3,843;50;;"QuantExpress-SQ1";"Ti KA1-HS-Min";"C,D,*";0,46;"LiF200";"Gas";106,484;;50;150
51;"Sb LB1-HS-Tr";;3,843;50;;"QuantExpress-SQ1";"Ti KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Gas";106,484;;60;140
21;"Sc KA1-HR-Min";;4,091;50;;"QuantExpress-SQ1";"Ti KA1-HR-Min";"C,D,*";0,23;"LiF200";"Gas";97,65;;50;150
21;"Sc KA1-HR-Min";"L";4,091;40;"Al 12um";"Rekal-MSAN-1";"Sc KA1-HR-Min/L";"D-,*";0,17;"LiF200";"Gas";"97,733*";;75;125
21;"Sc KA1-HR-Tr";;4,091;50;;"QuantExpress-SQ1";"Ti KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Gas";97,65;;60;140
21;"Sc KA1-HR-Tr";"Ca_Nd_karb";4,091;50;;"QuantExpress-SQ1";"Ti KA1-HR-Tr";"C,D";0,23;"LiF200";"Gas";97,65;;60;140
21;"Sc KA1-HS-Min";;4,091;50;;"QuantExpress-SQ1";"Ti KA1-HS-Min";"C,D,*";0,46;"LiF200";"Gas";97,65;;50;150
21;"Sc KA1-HS-Tr";;4,091;50;;"QuantExpress-SQ1";"Ti KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Gas";97,65;;60;140
21;"Sc KA1";"GEO-QUANT";4,091;50;;"DC_AusMon";"Sc KA1/GEO-QUANT";"D-";0,23;"LiF200";"Gas";"97,702*";"94,838; 105,554";50;150
21;"Sc KB1-Min";;4,46;50;;"QuantExpress-SQ1";"Ti KA1-HR-Min";"C,D,*";0,23;"LiF200";"Gas";87,319;;50;150
21;"Sc KB1-Tr";;4,46;50;;"QuantExpress-SQ1";"Ti KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Gas";87,319;;60;140
34;"Se KA1-ALT-Min";;11,22;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";45,65;;50;150
34;"Se KA1-ALT-Tr";;11,22;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";45,65;;60;140
34;"Se KA1-HR-Min";;11,22;60;;"QuantExpress-SQ2";"Pb LA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";31,859;;50;150
34;"Se KA1-HR-Tr";;11,22;60;;"QuantExpress-SQ2";"Pb LA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";31,859;;60;140
34;"Se KA1-HS-Min";;11,22;60;;"QuantExpress-SQ2";"Pb LA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";31,859;;50;150
34;"Se KA1-HS-Tr";;11,22;60;;"QuantExpress-SQ2";"Pb LA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";31,859;;60;140
34;"Se KB1-ALT-Min";;12,5;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";40,777;;50;150
34;"Se KB1-ALT-Tr";;12,5;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";40,777;;60;140
34;"Se KB1-HR-Min";;12,5;60;;"QuantExpress-SQ2";"Pb LA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";28,54;;50;150
34;"Se KB1-HR-Tr";;12,5;60;;"QuantExpress-SQ2";"Pb LA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";28,54;;60;140
34;"Se KB1-HS-Min";;12,5;60;;"QuantExpress-SQ2";"Pb LA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";28,54;;50;150
34;"Se KB1-HS-Tr";;12,5;60;;"QuantExpress-SQ2";"Pb LA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";28,54;;60;140
34;"Se LA1-HR";;1,379;30;;"QuantExpress-SQ3";"Mg KA1-HR-Tr";"C,D,*";0,23;"XS-55";"Gas";18,662;;50;150
34;"Se LA1-HS-Min";;1,379;30;;"QuantExpress-SQ3";"Mg KA1-HS-Tr";"C,D,*";0,46;"XS-55";"Gas";18,662;;50;150
14;"Si KA1-HR-Min";;1,74;30;;"QuantExpress-SQ3";"Si KA1-HR-Min";"C,D,*";0,23;"PET";"Gas";"109,011*";;50;150
14;"Si KA1-HR-Min";"BF";1,74;40;;"QuantExpress-SQ3";"Si KA1-HR-Min/L";"*";0,23;"PET";"Gas";"108,992*";;60,83;142,9
